file,line,match
frontend/package-lock.json,1063,"      ""resolved"": ""https://registry.npmjs.org/@humanwhocodes/module-importer/-/module-importer-1.0.1.tgz"","
frontend/package-lock.json,1072,"        ""url"": ""https://github.com/sponsors/nzakas"""
frontend/package-lock.json,1077,"      ""resolved"": ""https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz"","
frontend/package-lock.json,1086,"        ""url"": ""https://github.com/sponsors/nzakas"""
frontend/package-lock.json,1091,"      ""resolved"": ""https://registry.npmjs.org/@isaacs/cliui/-/cliui-8.0.2.tgz"","
frontend/package-lock.json,1108,"      ""resolved"": ""https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz"","
frontend/package-lock.json,1118,"      ""resolved"": ""https://registry.npmjs.org/@jridgewell/remapping/-/remapping-2.3.5.tgz"","
frontend/package-lock.json,1129,"      ""resolved"": ""https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz"","
frontend/package-lock.json,1138,"      ""resolved"": ""https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz"","
frontend/package-lock.json,1144,"      ""resolved"": ""https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz"","
frontend/package-lock.json,1154,"      ""resolved"": ""https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz"","
frontend/package-lock.json,1167,"      ""resolved"": ""https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz"","
frontend/package-lock.json,1176,"      ""resolved"": ""https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz"","
frontend/package-lock.json,1189,"      ""resolved"": ""https://registry.npmjs.org/@pkgjs/parseargs/-/parseargs-0.11.0.tgz"","
frontend/package-lock.json,1199,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/number/-/number-1.1.1.tgz"","
frontend/package-lock.json,1205,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/primitive/-/primitive-1.1.3.tgz"","
frontend/package-lock.json,1211,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-accordion/-/react-accordion-1.2.12.tgz"","
frontend/package-lock.json,1242,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-alert-dialog/-/react-alert-dialog-1.1.15.tgz"","
frontend/package-lock.json,1270,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-arrow/-/react-arrow-1.1.7.tgz"","
frontend/package-lock.json,1293,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-aspect-ratio/-/react-aspect-ratio-1.1.7.tgz"","
frontend/package-lock.json,1316,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-avatar/-/react-avatar-1.1.10.tgz"","
frontend/package-lock.json,1343,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-checkbox/-/react-checkbox-1.3.3.tgz"","
frontend/package-lock.json,1373,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-collapsible/-/react-collapsible-1.1.12.tgz"","
frontend/package-lock.json,1403,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-collection/-/react-collection-1.1.7.tgz"","
frontend/package-lock.json,1429,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-compose-refs/-/react-compose-refs-1.1.2.tgz"","
frontend/package-lock.json,1444,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-context/-/react-context-1.1.2.tgz"","
frontend/package-lock.json,1459,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-context-menu/-/react-context-menu-2.2.16.tgz"","
frontend/package-lock.json,1487,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-dialog/-/react-dialog-1.1.15.tgz"","
frontend/package-lock.json,1523,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-direction/-/react-direction-1.1.1.tgz"","
frontend/package-lock.json,1538,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-dismissable-layer/-/react-dismissable-layer-1.1.11.tgz"","
frontend/package-lock.json,1565,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-dropdown-menu/-/react-dropdown-menu-2.1.16.tgz"","
frontend/package-lock.json,1594,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-focus-guards/-/react-focus-guards-1.1.3.tgz"","
frontend/package-lock.json,1609,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-focus-scope/-/react-focus-scope-1.1.7.tgz"","
frontend/package-lock.json,1634,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-hover-card/-/react-hover-card-1.1.15.tgz"","
frontend/package-lock.json,1665,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-id/-/react-id-1.1.1.tgz"","
frontend/package-lock.json,1683,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-label/-/react-label-2.1.7.tgz"","
frontend/package-lock.json,1706,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-menu/-/react-menu-2.1.16.tgz"","
frontend/package-lock.json,1746,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-menubar/-/react-menubar-1.1.16.tgz"","
frontend/package-lock.json,1778,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-navigation-menu/-/react-navigation-menu-1.2.14.tgz"","
frontend/package-lock.json,1814,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-popover/-/react-popover-1.1.15.tgz"","
frontend/package-lock.json,1851,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-popper/-/react-popper-1.2.8.tgz"","
frontend/package-lock.json,1883,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-portal/-/react-portal-1.1.9.tgz"","
frontend/package-lock.json,1907,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-presence/-/react-presence-1.1.5.tgz"","
frontend/package-lock.json,1931,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-primitive/-/react-primitive-2.1.3.tgz"","
frontend/package-lock.json,1954,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-progress/-/react-progress-1.1.7.tgz"","
frontend/package-lock.json,1978,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-radio-group/-/react-radio-group-1.3.8.tgz"","
frontend/package-lock.json,2010,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-roving-focus/-/react-roving-focus-1.1.11.tgz"","
frontend/package-lock.json,2041,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-scroll-area/-/react-scroll-area-1.2.10.tgz"","
frontend/package-lock.json,2072,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-select/-/react-select-2.2.6.tgz"","
frontend/package-lock.json,2115,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-separator/-/react-separator-1.1.7.tgz"","
frontend/package-lock.json,2138,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-slider/-/react-slider-1.3.6.tgz"","
frontend/package-lock.json,2171,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-slot/-/react-slot-1.2.3.tgz"","
frontend/package-lock.json,2189,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-switch/-/react-switch-1.2.6.tgz"","
frontend/package-lock.json,2218,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-tabs/-/react-tabs-1.1.13.tgz"","
frontend/package-lock.json,2248,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-toast/-/react-toast-1.2.15.tgz"","
frontend/package-lock.json,2282,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-toggle/-/react-toggle-1.1.10.tgz"","
frontend/package-lock.json,2307,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-toggle-group/-/react-toggle-group-1.1.11.tgz"","
frontend/package-lock.json,2336,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-tooltip/-/react-tooltip-1.2.8.tgz"","
frontend/package-lock.json,2370,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-callback-ref/-/react-use-callback-ref-1.1.1.tgz"","
frontend/package-lock.json,2385,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-controllable-state/-/react-use-controllable-state-1.2.2.tgz"","
frontend/package-lock.json,2404,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-effect-event/-/react-use-effect-event-0.0.2.tgz"","
frontend/package-lock.json,2422,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-escape-keydown/-/react-use-escape-keydown-1.1.1.tgz"","
frontend/package-lock.json,2440,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-is-hydrated/-/react-use-is-hydrated-0.1.0.tgz"","
frontend/package-lock.json,2458,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-layout-effect/-/react-use-layout-effect-1.1.1.tgz"","
frontend/package-lock.json,2473,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-previous/-/react-use-previous-1.1.1.tgz"","
frontend/package-lock.json,2488,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-rect/-/react-use-rect-1.1.1.tgz"","
frontend/package-lock.json,2506,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-size/-/react-use-size-1.1.1.tgz"","
frontend/package-lock.json,2524,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-visually-hidden/-/react-visually-hidden-1.2.3.tgz"","
frontend/package-lock.json,2547,"      ""resolved"": ""https://registry.npmjs.org/@radix-ui/rect/-/rect-1.1.1.tgz"","
frontend/package-lock.json,2553,"      ""resolved"": ""https://registry.npmjs.org/@rolldown/pluginutils/-/pluginutils-1.0.0-beta.27.tgz"","
frontend/package-lock.json,2560,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-android-arm-eabi/-/rollup-android-arm-eabi-4.52.4.tgz"","
frontend/package-lock.json,2574,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-android-arm64/-/rollup-android-arm64-4.52.4.tgz"","
frontend/package-lock.json,2588,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-darwin-arm64/-/rollup-darwin-arm64-4.52.4.tgz"","
frontend/package-lock.json,2602,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-darwin-x64/-/rollup-darwin-x64-4.52.4.tgz"","
frontend/package-lock.json,2616,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-freebsd-arm64/-/rollup-freebsd-arm64-4.52.4.tgz"","
frontend/package-lock.json,2630,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-freebsd-x64/-/rollup-freebsd-x64-4.52.4.tgz"","
frontend/package-lock.json,2644,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-arm-gnueabihf/-/rollup-linux-arm-gnueabihf-4.52.4.tgz"","
frontend/package-lock.json,2658,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-arm-musleabihf/-/rollup-linux-arm-musleabihf-4.52.4.tgz"","
frontend/package-lock.json,2672,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-arm64-gnu/-/rollup-linux-arm64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2686,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-arm64-musl/-/rollup-linux-arm64-musl-4.52.4.tgz"","
frontend/package-lock.json,2700,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-loong64-gnu/-/rollup-linux-loong64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2714,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-ppc64-gnu/-/rollup-linux-ppc64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2728,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-riscv64-gnu/-/rollup-linux-riscv64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2742,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-riscv64-musl/-/rollup-linux-riscv64-musl-4.52.4.tgz"","
frontend/package-lock.json,2756,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-s390x-gnu/-/rollup-linux-s390x-gnu-4.52.4.tgz"","
frontend/package-lock.json,2770,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2784,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.52.4.tgz"","
frontend/package-lock.json,2798,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-openharmony-arm64/-/rollup-openharmony-arm64-4.52.4.tgz"","
frontend/package-lock.json,2812,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-win32-arm64-msvc/-/rollup-win32-arm64-msvc-4.52.4.tgz"","
frontend/package-lock.json,2826,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-win32-ia32-msvc/-/rollup-win32-ia32-msvc-4.52.4.tgz"","
frontend/package-lock.json,2840,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-win32-x64-gnu/-/rollup-win32-x64-gnu-4.52.4.tgz"","
frontend/package-lock.json,2854,"      ""resolved"": ""https://registry.npmjs.org/@rollup/rollup-win32-x64-msvc/-/rollup-win32-x64-msvc-4.52.4.tgz"","
frontend/package-lock.json,2868,"      ""resolved"": ""https://registry.npmjs.org/@standard-schema/utils/-/utils-0.3.0.tgz"","
frontend/package-lock.json,2874,"      ""resolved"": ""https://registry.npmjs.org/@types/babel__core/-/babel__core-7.20.5.tgz"","
frontend/package-lock.json,2888,"      ""resolved"": ""https://registry.npmjs.org/@types/babel__generator/-/babel__generator-7.27.0.tgz"","
frontend/package-lock.json,2898,"      ""resolved"": ""https://registry.npmjs.org/@types/babel__template/-/babel__template-7.4.4.tgz"","
frontend/package-lock.json,2909,"      ""resolved"": ""https://registry.npmjs.org/@types/babel__traverse/-/babel__traverse-7.28.0.tgz"","
frontend/package-lock.json,2919,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-array/-/d3-array-3.2.2.tgz"","
frontend/package-lock.json,2925,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-color/-/d3-color-3.1.3.tgz"","
frontend/package-lock.json,2931,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-ease/-/d3-ease-3.0.2.tgz"","
frontend/package-lock.json,2937,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-interpolate/-/d3-interpolate-3.0.4.tgz"","
frontend/package-lock.json,2946,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-path/-/d3-path-3.1.1.tgz"","
frontend/package-lock.json,2952,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-scale/-/d3-scale-4.0.9.tgz"","
frontend/package-lock.json,2961,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-shape/-/d3-shape-3.1.7.tgz"","
frontend/package-lock.json,2970,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-time/-/d3-time-3.0.4.tgz"","
frontend/package-lock.json,2976,"      ""resolved"": ""https://registry.npmjs.org/@types/d3-timer/-/d3-timer-3.0.2.tgz"","
frontend/package-lock.json,2982,"      ""resolved"": ""https://registry.npmjs.org/@types/estree/-/estree-1.0.8.tgz"","
frontend/package-lock.json,2989,"      ""resolved"": ""https://registry.npmjs.org/@types/json-schema/-/json-schema-7.0.15.tgz"","
frontend/package-lock.json,2996,"      ""resolved"": ""https://registry.npmjs.org/@types/node/-/node-24.7.2.tgz"","
frontend/package-lock.json,3006,"      ""resolved"": ""https://registry.npmjs.org/@types/prop-types/-/prop-types-15.7.15.tgz"","
frontend/package-lock.json,3013,"      ""resolved"": ""https://registry.npmjs.org/@types/react/-/react-18.3.26.tgz"","
frontend/package-lock.json,3024,"      ""resolved"": ""https://registry.npmjs.org/@types/react-dom/-/react-dom-18.3.7.tgz"","
frontend/package-lock.json,3034,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/eslint-plugin/-/eslint-plugin-8.46.1.tgz"","
frontend/package-lock.json,3054,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3064,"      ""resolved"": ""https://registry.npmjs.org/ignore/-/ignore-7.0.5.tgz"","
frontend/package-lock.json,3074,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/parser/-/parser-8.46.1.tgz"","
frontend/package-lock.json,3090,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3099,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/project-service/-/project-service-8.46.1.tgz"","
frontend/package-lock.json,3113,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3121,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-8.46.1.tgz"","
frontend/package-lock.json,3134,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3139,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/tsconfig-utils/-/tsconfig-utils-8.46.1.tgz"","
frontend/package-lock.json,3148,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3156,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/type-utils/-/type-utils-8.46.1.tgz"","
frontend/package-lock.json,3172,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3181,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/types/-/types-8.46.1.tgz"","
frontend/package-lock.json,3190,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3195,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/typescript-estree/-/typescript-estree-8.46.1.tgz"","
frontend/package-lock.json,3216,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3224,"      ""resolved"": ""https://registry.npmjs.org/brace-expansion/-/brace-expansion-2.0.2.tgz"","
frontend/package-lock.json,3234,"      ""resolved"": ""https://registry.npmjs.org/minimatch/-/minimatch-9.0.5.tgz"","
frontend/package-lock.json,3245,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,3250,"      ""resolved"": ""https://registry.npmjs.org/semver/-/semver-7.7.3.tgz"","
frontend/package-lock.json,3263,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/utils/-/utils-8.46.1.tgz"","
frontend/package-lock.json,3278,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3287,"      ""resolved"": ""https://registry.npmjs.org/@typescript-eslint/visitor-keys/-/visitor-keys-8.46.1.tgz"","
frontend/package-lock.json,3300,"        ""url"": ""https://opencollective.com/typescript-eslint"""
frontend/package-lock.json,3305,"      ""resolved"": ""https://registry.npmjs.org/@vitejs/plugin-react/-/plugin-react-4.7.0.tgz"","
frontend/package-lock.json,3326,"      ""resolved"": ""https://registry.npmjs.org/acorn/-/acorn-8.15.0.tgz"","
frontend/package-lock.json,3339,"      ""resolved"": ""https://registry.npmjs.org/acorn-jsx/-/acorn-jsx-5.3.2.tgz"","
frontend/package-lock.json,3349,"      ""resolved"": ""https://registry.npmjs.org/ajv/-/ajv-6.12.6.tgz"","
frontend/package-lock.json,3361,"        ""url"": ""https://github.com/sponsors/epoberezkin"""
frontend/package-lock.json,3366,"      ""resolved"": ""https://registry.npmjs.org/ansi-regex/-/ansi-regex-6.2.2.tgz"","
frontend/package-lock.json,3373,"        ""url"": ""https://github.com/chalk/ansi-regex?sponsor=1"""
frontend/package-lock.json,3378,"      ""resolved"": ""https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz"","
frontend/package-lock.json,3388,"        ""url"": ""https://github.com/chalk/ansi-styles?sponsor=1"""
frontend/package-lock.json,3393,"      ""resolved"": ""https://registry.npmjs.org/any-promise/-/any-promise-1.3.0.tgz"","
frontend/package-lock.json,3399,"      ""resolved"": ""https://registry.npmjs.org/anymatch/-/anymatch-3.1.3.tgz"","
frontend/package-lock.json,3412,"      ""resolved"": ""https://registry.npmjs.org/arg/-/arg-5.0.2.tgz"","
frontend/package-lock.json,3418,"      ""resolved"": ""https://registry.npmjs.org/argparse/-/argparse-2.0.1.tgz"","
frontend/package-lock.json,3425,"      ""resolved"": ""https://registry.npmjs.org/aria-hidden/-/aria-hidden-1.2.6.tgz"","
frontend/package-lock.json,3437,"      ""resolved"": ""https://registry.npmjs.org/asynckit/-/asynckit-0.4.0.tgz"","
frontend/package-lock.json,3443,"      ""resolved"": ""https://registry.npmjs.org/autoprefixer/-/autoprefixer-10.4.20.tgz"","
frontend/package-lock.json,3449,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,3453,"          ""url"": ""https://tidelift.com/funding/github/npm/autoprefixer"""
frontend/package-lock.json,3457,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,3481,"      ""resolved"": ""https://registry.npmjs.org/axios/-/axios-1.12.2.tgz"","
frontend/package-lock.json,3492,"      ""resolved"": ""https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz"","
frontend/package-lock.json,3498,"      ""resolved"": ""https://registry.npmjs.org/baseline-browser-mapping/-/baseline-browser-mapping-2.8.16.tgz"","
frontend/package-lock.json,3508,"      ""resolved"": ""https://registry.npmjs.org/binary-extensions/-/binary-extensions-2.3.0.tgz"","
frontend/package-lock.json,3515,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,3520,"      ""resolved"": ""https://registry.npmjs.org/brace-expansion/-/brace-expansion-1.1.12.tgz"","
frontend/package-lock.json,3531,"      ""resolved"": ""https://registry.npmjs.org/braces/-/braces-3.0.3.tgz"","
frontend/package-lock.json,3543,"      ""resolved"": ""https://registry.npmjs.org/browserslist/-/browserslist-4.26.3.tgz"","
frontend/package-lock.json,3549,"          ""url"": ""https://opencollective.com/browserslist"""
frontend/package-lock.json,3553,"          ""url"": ""https://tidelift.com/funding/github/npm/browserslist"""
frontend/package-lock.json,3557,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,3577,"      ""resolved"": ""https://registry.npmjs.org/call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz"","
frontend/package-lock.json,3590,"      ""resolved"": ""https://registry.npmjs.org/callsites/-/callsites-3.1.0.tgz"","
frontend/package-lock.json,3600,"      ""resolved"": ""https://registry.npmjs.org/camelcase-css/-/camelcase-css-2.0.1.tgz"","
frontend/package-lock.json,3609,"      ""resolved"": ""https://registry.npmjs.org/caniuse-lite/-/caniuse-lite-1.0.30001750.tgz"","
frontend/package-lock.json,3615,"          ""url"": ""https://opencollective.com/browserslist"""
frontend/package-lock.json,3619,"          ""url"": ""https://tidelift.com/funding/github/npm/caniuse-lite"""
frontend/package-lock.json,3623,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,3630,"      ""resolved"": ""https://registry.npmjs.org/chalk/-/chalk-4.1.2.tgz"","
frontend/package-lock.json,3642,"        ""url"": ""https://github.com/chalk/chalk?sponsor=1"""
frontend/package-lock.json,3647,"      ""resolved"": ""https://registry.npmjs.org/chokidar/-/chokidar-3.6.0.tgz"","
frontend/package-lock.json,3663,"        ""url"": ""https://paulmillr.com/funding/"""
frontend/package-lock.json,3671,"      ""resolved"": ""https://registry.npmjs.org/glob-parent/-/glob-parent-5.1.2.tgz"","
frontend/package-lock.json,3683,"      ""resolved"": ""https://registry.npmjs.org/class-variance-authority/-/class-variance-authority-0.7.1.tgz"","
frontend/package-lock.json,3690,"        ""url"": ""https://polar.sh/cva"""
frontend/package-lock.json,3695,"      ""resolved"": ""https://registry.npmjs.org/clsx/-/clsx-2.1.1.tgz"","
frontend/package-lock.json,3704,"      ""resolved"": ""https://registry.npmjs.org/cmdk/-/cmdk-1.1.1.tgz"","
frontend/package-lock.json,3720,"      ""resolved"": ""https://registry.npmjs.org/color-convert/-/color-convert-2.0.1.tgz"","
frontend/package-lock.json,3732,"      ""resolved"": ""https://registry.npmjs.org/color-name/-/color-name-1.1.4.tgz"","
frontend/package-lock.json,3738,"      ""resolved"": ""https://registry.npmjs.org/combined-stream/-/combined-stream-1.0.8.tgz"","
frontend/package-lock.json,3750,"      ""resolved"": ""https://registry.npmjs.org/commander/-/commander-4.1.1.tgz"","
frontend/package-lock.json,3759,"      ""resolved"": ""https://registry.npmjs.org/concat-map/-/concat-map-0.0.1.tgz"","
frontend/package-lock.json,3766,"      ""resolved"": ""https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz"","
frontend/package-lock.json,3773,"      ""resolved"": ""https://registry.npmjs.org/cookie/-/cookie-1.0.2.tgz"","
frontend/package-lock.json,3782,"      ""resolved"": ""https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz"","
frontend/package-lock.json,3796,"      ""resolved"": ""https://registry.npmjs.org/cssesc/-/cssesc-3.0.0.tgz"","
frontend/package-lock.json,3808,"      ""resolved"": ""https://registry.npmjs.org/csstype/-/csstype-3.1.3.tgz"","
frontend/package-lock.json,3814,"      ""resolved"": ""https://registry.npmjs.org/d3-array/-/d3-array-3.2.4.tgz"","
frontend/package-lock.json,3826,"      ""resolved"": ""https://registry.npmjs.org/d3-color/-/d3-color-3.1.0.tgz"","
frontend/package-lock.json,3835,"      ""resolved"": ""https://registry.npmjs.org/d3-ease/-/d3-ease-3.0.1.tgz"","
frontend/package-lock.json,3844,"      ""resolved"": ""https://registry.npmjs.org/d3-format/-/d3-format-3.1.0.tgz"","
frontend/package-lock.json,3853,"      ""resolved"": ""https://registry.npmjs.org/d3-interpolate/-/d3-interpolate-3.0.1.tgz"","
frontend/package-lock.json,3865,"      ""resolved"": ""https://registry.npmjs.org/d3-path/-/d3-path-3.1.0.tgz"","
frontend/package-lock.json,3874,"      ""resolved"": ""https://registry.npmjs.org/d3-scale/-/d3-scale-4.0.2.tgz"","
frontend/package-lock.json,3890,"      ""resolved"": ""https://registry.npmjs.org/d3-shape/-/d3-shape-3.2.0.tgz"","
frontend/package-lock.json,3902,"      ""resolved"": ""https://registry.npmjs.org/d3-time/-/d3-time-3.1.0.tgz"","
frontend/package-lock.json,3914,"      ""resolved"": ""https://registry.npmjs.org/d3-time-format/-/d3-time-format-4.1.0.tgz"","
frontend/package-lock.json,3926,"      ""resolved"": ""https://registry.npmjs.org/d3-timer/-/d3-timer-3.0.1.tgz"","
frontend/package-lock.json,3935,"      ""resolved"": ""https://registry.npmjs.org/date-fns/-/date-fns-4.1.0.tgz"","
frontend/package-lock.json,3940,"        ""url"": ""https://github.com/sponsors/kossnocorp"""
frontend/package-lock.json,3945,"      ""resolved"": ""https://registry.npmjs.org/date-fns-jalali/-/date-fns-jalali-4.1.0-0.tgz"","
frontend/package-lock.json,3951,"      ""resolved"": ""https://registry.npmjs.org/debug/-/debug-4.4.3.tgz"","
frontend/package-lock.json,3969,"      ""resolved"": ""https://registry.npmjs.org/decimal.js-light/-/decimal.js-light-2.5.1.tgz"","
frontend/package-lock.json,3975,"      ""resolved"": ""https://registry.npmjs.org/deep-is/-/deep-is-0.1.4.tgz"","
frontend/package-lock.json,3982,"      ""resolved"": ""https://registry.npmjs.org/delayed-stream/-/delayed-stream-1.0.0.tgz"","
frontend/package-lock.json,3991,"      ""resolved"": ""https://registry.npmjs.org/detect-node-es/-/detect-node-es-1.1.0.tgz"","
frontend/package-lock.json,3997,"      ""resolved"": ""https://registry.npmjs.org/didyoumean/-/didyoumean-1.2.2.tgz"","
frontend/package-lock.json,4003,"      ""resolved"": ""https://registry.npmjs.org/dlv/-/dlv-1.1.3.tgz"","
